"","ENTREZID","SYMBOL","GENENAME"
"15326","28900","IGKV1D-17","immunoglobulin kappa variable 1D-17"
"15327","28901","IGKV1D-16","immunoglobulin kappa variable 1D-16"
"15328","28875","IGKV3D-15","immunoglobulin kappa variable 3D-15 (gene/pseudogene)"
"15329","28902","IGKV1D-13","immunoglobulin kappa variable 1D-13"
"15330","28903","IGKV1D-12","immunoglobulin kappa variable 1D-12"
"15331","28876","IGKV3D-11","immunoglobulin kappa variable 3D-11"
"15332","102724332",NA,NA
"15333","28892","IGKV1D-42","immunoglobulin kappa variable 1D-42 (non-functional)"
"15334","28891","IGKV1D-43","immunoglobulin kappa variable 1D-43"
"15335","28904","IGKV1D-8","immunoglobulin kappa variable 1D-8"
"15336","28877","IGKV3D-7","immunoglobulin kappa variable 3D-7"
"15337","101060017","LOC101060017","translation initiation factor IF-2-like"
"15338","105378957",NA,NA
"15339","105378958",NA,NA
"15340","654342","LSP1P4","LSP1 pseudogene 4"
"15341","645367","GGT8P","gamma-glutamyltransferase 8 pseudogene"
"15342","440888","ACTR3BP2","ACTR3B pseudogene 2"
"15343","100133920","LOC100133920","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene"
"15344","100509620","LOC100509620","putative aquaporin-7-like protein 3"
"15345","90499","FAM95A","family with sequence similarity 95 member A"
"15346","729171","ANKRD20A8P","ankyrin repeat domain 20 family member A8, pseudogene"
"15347","150483","TEKT4","tektin 4"
"15348","442028","LOC442028","uncharacterized LOC442028"
"15349","4118","MAL","mal, T cell differentiation protein"
"15350","64969","MRPS5","mitochondrial ribosomal protein S5"
"15351","84874","ZNF514","zinc finger protein 514"
"15352","7549","ZNF2","zinc finger protein 2"
"15353","105373489",NA,NA
"15354","150696","PROM2","prominin 2"
"15355","30818","KCNIP3","potassium voltage-gated channel interacting protein 3"
"15356","51011","FAHD2A","fumarylacetoacetate hydrolase domain containing 2A"
"15357","653192","TRIM43B","tripartite motif containing 43B"
"15358","129868","TRIM43","tripartite motif containing 43"
"15359","150759","LINC00342","long intergenic non-protein coding RNA 342"
"15360","400986","ANKRD36C","ankyrin repeat domain 36C"
"15361","729234","FAHD2CP","fumarylacetoacetate hydrolase domain containing 2C, pseudogene"
"15362","150763","GPAT2","glycerol-3-phosphate acyltransferase 2, mitochondrial"
"15363","151","ADRA2B","adrenoceptor alpha 2B"
"15364","431705","ASTL","astacin like metalloendopeptidase"
"15365","1844","DUSP2","dual specificity phosphatase 2"
"15366","56910","STARD7","StAR related lipid transfer domain containing 7"
"15367","285033","STARD7-AS1","STARD7 antisense RNA 1"
"15368","55654","TMEM127","transmembrane protein 127"
"15369","9391","CIAO1","cytosolic iron-sulfur assembly component 1"
"15370","23020","SNRNP200","small nuclear ribonucleoprotein U5 subunit 200"
"15371","150771","ITPRIPL1","ITPRIP like 1"
"15372","23397","NCAPH","non-SMC condensin I complex subunit H"
"15373","93082","NEURL3","neuralized E3 ubiquitin protein ligase 3"
"15374","10865","ARID5A","AT-rich interaction domain 5A"
"15375","55683","KANSL3","KAT8 regulatory NSL complex subunit 3"
"15376","90342","FER1L5","fer-1 like family member 5"
"15377","81562","LMAN2L","lectin, mannose binding 2 like"
"15378","26504","CNNM4","cyclin and CBS domain divalent metal cation transport mediator 4"
"15379","100422928","MIR3127","microRNA 3127"
"15380","26505","CNNM3","cyclin and CBS domain divalent metal cation transport mediator 3"
"15381","200539","ANKRD23","ankyrin repeat domain 23"
"15382","51239","ANKRD39","ankyrin repeat domain 39"
"15383","54910","SEMA4C","semaphorin 4C"
"15384","105373982",NA,NA
"15385","51252","FAM178B","family with sequence similarity 178 member B"
"15386","101927053","LOC101927053","uncharacterized LOC101927053"
"15387","151313","FAHD2B","fumarylacetoacetate hydrolase domain containing 2B"
"15388","105373983",NA,NA
"15389","375248","ANKRD36","ankyrin repeat domain 36"
"15390","100506076","LOC100506076","uncharacterized LOC100506076"
"15391","100506123","LOC100506123","uncharacterized LOC100506123"
"15392","105373498",NA,NA
"15393","57730","ANKRD36B","ankyrin repeat domain 36B"
"15394","1329","COX5B","cytochrome c oxidase subunit 5B"
"15395","10120","ACTR1B","actin related protein 1B"
"15396","728537","C2orf92","chromosome 2 open reading frame 92"
"15397","7535","ZAP70","zeta chain of T cell receptor associated protein kinase 70"
"15398","23505","TMEM131","transmembrane protein 131"
"15399","200403","VWA3B","von Willebrand factor A domain containing 3B"
"15400","1261","CNGA3","cyclic nucleotide gated channel subunit alpha 3"
"15401","3631","INPP4A","inositol polyphosphate-4-phosphatase type I A"
"15402","493753","COA5","cytochrome c oxidase assembly factor 5"
"15403","25972","UNC50","unc-50 inner nuclear membrane RNA binding protein"
"15404","11320","MGAT4A","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A"
"15405","101927070","LINC02611","long intergenic non-protein coding RNA 2611"
"15406","343990","KIAA1211L","KIAA1211 like"
"15407","80705","TSGA10","testis specific 10"
"15408","150590","C2orf15","chromosome 2 open reading frame 15"
"15409","51601","LIPT1","lipoyltransferase 1"
"15410","129531","MITD1","microtubule interacting and trafficking domain containing 1"
"15411","51263","MRPL30","mitochondrial ribosomal protein L30"
"15412","254773","LYG2","lysozyme g2"
"15413","129530","LYG1","lysozyme g1"
"15414","10190","TXNDC9","thioredoxin domain containing 9"
"15415","9669","EIF5B","eukaryotic translation initiation factor 5B"
"15416","51455","REV1","REV1 DNA directed polymerase"
"15417","3899","AFF3","AF4/FMR2 family member 3"
"15418","150577","LINC01104","long intergenic non-protein coding RNA 1104"
"15419","164832","LONRF2","LON peptidase N-terminal domain and ring finger 2"
"15420","9486","CHST10","carbohydrate sulfotransferase 10"
"15421","129521","NMS","neuromedin S"
"15422","79031","PDCL3","phosducin like 3"
"15423","4862","NPAS2","neuronal PAS domain protein 2"
"15424","101927142","NPAS2-AS1","NPAS2 antisense RNA 1"
"15425","6160","RPL31","ribosomal protein L31"
"15426","11138","TBC1D8","TBC1 domain family member 8"
"15427","100506286","TBC1D8-AS1","TBC1 domain family member 8 antisense RNA 1"
"15428","55571","CNOT11","CCR4-NOT transcription complex subunit 11"
"15429","284996","RNF149","ring finger protein 149"
"15430","692205","SNORD89","small nucleolar RNA, C/D box 89"
"15431","100847007","MIR5696","microRNA 5696"
"15432","200407","CREG2","cellular repressor of E1A stimulated genes 2"
"15433","731220","RFX8","RFX family member 8, lacking RFX DNA binding domain"
"15434","9448","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4"
"15435","100506328","LINC01127","long intergenic non-protein coding RNA 1127"
"15436","7850","IL1R2","interleukin 1 receptor type 2"
"15437","3554","IL1R1","interleukin 1 receptor type 1"
"15438","8808","IL1RL2","interleukin 1 receptor like 2"
"15439","9173","IL1RL1","interleukin 1 receptor like 1"
"15440","8809","IL18R1","interleukin 18 receptor 1"
"15441","8807","IL18RAP","interleukin 18 receptor accessory protein"
"15442","100616157","MIR4772","microRNA 4772"
"15443","389015","SLC9A4","solute carrier family 9 member A4"
"15444","6549","SLC9A2","solute carrier family 9 member A2"
"15445","84804","MFSD9","major facilitator superfamily domain containing 9"
"15446","130827","TMEM182","transmembrane protein 182"
"15447","100287010","LOC100287010","uncharacterized LOC100287010"
"15448","150568","LINC01102","long intergenic non-protein coding RNA 1102"
"15449","101927360","LINC01103","long intergenic non-protein coding RNA 1103"
"15450","284998","LINC01114","long intergenic non-protein coding RNA 1114"
"15451","100506421","PANTR1","POU3F3 adjacent non-coding transcript 1"
"15452","5455","POU3F3","POU class 3 homeobox 3"
"15453","102682016","LINC01159","long intergenic non-protein coding RNA 1159"
"15454","102724691","MRPS9-AS2","MRPS9 antisense RNA 2"
"15455","64965","MRPS9","mitochondrial ribosomal protein S9"
"15456","101927492","MRPS9-AS1","MRPS9 antisense RNA 1"
"15457","105373984","LINC01918","long intergenic non-protein coding RNA 1918"
"15458","11250","GPR45","G protein-coupled receptor 45"
"15459","9392","TGFBRAP1","transforming growth factor beta receptor associated protein 1"
"15460","100506473","LOC100506473","uncharacterized LOC100506473"
"15461","79074","C2orf49","chromosome 2 open reading frame 49"
"15462","2274","FHL2","four and a half LIM domains 2"
"15463","285000","LOC285000","uncharacterized LOC285000"
"15464","8440","NCK2","NCK adaptor protein 2"
"15465","84417","ECRG4","ECRG4 augurin precursor"
"15466","80146","UXS1","UDP-glucuronate decarboxylase 1"
"15467","285189","PLGLA","plasminogen like A (pseudogene)"
"15468","653489","RGPD3","RANBP2 like and GRIP domain containing 3"
"15469","84620","ST6GAL2","ST6 beta-galactoside alpha-2,6-sialyltransferase 2"
"15470","104326057","GACAT1","gastric cancer associated transcript 1"
"15471","729121","RGPD4-AS1","RGPD4 antisense RNA 1 (head to head)"
"15472","285190","RGPD4","RANBP2 like and GRIP domain containing 4"
"15473","60482","SLC5A7","solute carrier family 5 member 7"
"15474","442038","SULT1C3","sulfotransferase family 1C member 3"
"15475","6819","SULT1C2","sulfotransferase family 1C member 2"
"15476","151234","SULT1C2P1","sulfotransferase family 1C member 2 pseudogene 1"
"15477","27233","SULT1C4","sulfotransferase family 1C member 4"
"15478","9648","GCC2","GRIP and coiled-coil domain containing 2"
"15479","3987","LIMS1","LIM zinc finger domain containing 1"
"15480","5903","RANBP2","RAN binding protein 2"
"15481","165055","CCDC138","coiled-coil domain containing 138"
"15482","10913","EDAR","ectodysplasin A receptor"
"15483","100287216","SH3RF3-AS1","SH3RF3 antisense RNA 1"
"15484","344558","SH3RF3","SH3 domain containing ring finger 3"
"15485","100422863","MIR4265","microRNA 4265"
"15486","102724819",NA,NA
"15487","100423027","MIR4266","microRNA 4266"
"15488","729164",NA,NA
"15489","151011","SEPTIN10","septin 10"
"15490","65124","SOWAHC","sosondowah ankyrin repeat domain family member C"
"15491","84220","RGPD5","RANBP2 like and GRIP domain containing 5"
"15492","96626","LIMS3","LIM zinc finger domain containing 3"
"15493","100271835","LIMS3-LOC440895","LIMS3-LOC440895 readthrough"
"15494","440895","LOC440895","two pore channel 3 pseudogene"
"15495","440894","LINC01123","long intergenic non-protein coding RNA 1123"
"15496","105373985","LOC105373985","delta-like protein 3"
"15497","105373986","LOC105373986","uncharacterized LOC105373986"
"15498","100422994","MIR4267","microRNA 4267"
"15499","7851","MALL","mal, T cell differentiation protein like"
"15500","100616123","MIR4436B1","microRNA 4436b-1"
"15501","4867","NPHP1","nephrocystin 1"
"15502","205251","MTLN","mitoregulin"
"15503","100507334","LOC100507334","two pore channel 3 pseudogene"
"15504","100847033","MIR4436B2","microRNA 4436b-2"
"15505","105373551","LOC105373551","uncharacterized LOC105373551"
"15506","151009","LINC01106","long intergenic non-protein coding RNA 1106"
"15507","100288570","LOC100288570","glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast) pseudogene"
"15508","100288695","LIMS4","LIM zinc finger domain containing 4"
"15509","729540","RGPD6","RANBP2 like and GRIP domain containing 6"
"15510","699","BUB1","BUB1 mitotic checkpoint serine/threonine kinase"
"15511","55289","ACOXL","acyl-CoA oxidase like"
"15512","400997","ACOXL-AS1","ACOXL antisense RNA 1"
"15513","10018","BCL2L11","BCL2 like 11"
"15514","101927260",NA,NA
"15515","100616341","MIR4435-2","microRNA 4435-2"
"15516","541471","MIR4435-2HG","MIR4435-2 host gene"
"15517","105373987",NA,NA
"15518","64682","ANAPC1","anaphase promoting complex subunit 1"
"15519","100616165","MIR4771-2","microRNA 4771-2"
"15520","10461","MERTK","MER proto-oncogene, tyrosine kinase"
"15521","84910","TMEM87B","transmembrane protein 87B"
"15522","129804","FBLN7","fibulin 7"
"15523","84524","ZC3H8","zinc finger CCCH-type containing 8"
"15524","376940","ZC3H6","zinc finger CCCH-type containing 6"
"15525","727851","RGPD8","RANBP2 like and GRIP domain containing 8"
"15526","150465","TTL","tubulin tyrosine ligase"
"15527","84172","POLR1B","RNA polymerase I subunit B"
"15528","84269","CHCHD5","coiled-coil-helix-coiled-coil-helix domain containing 5"
"15529","400999","FLJ42351","uncharacterized LOC400999"
"15530","6574","SLC20A1","solute carrier family 20 member 1"
"15531","284958","NT5DC4","5'-nucleotidase domain containing 4"
"15532","150468","CKAP2L","cytoskeleton associated protein 2 like"
"15533","3552","IL1A","interleukin 1 alpha"
"15534","3553","IL1B","interleukin 1 beta"
"15535","27178","IL37","interleukin 37"
"15536","56300","IL36G","interleukin 36 gamma"
"15537","27179","IL36A","interleukin 36 alpha"
"15538","27177","IL36B","interleukin 36 beta"
"15539","26525","IL36RN","interleukin 36 receptor antagonist"
"15540","84639","IL1F10","interleukin 1 family member 10"
"15541","3557","IL1RN","interleukin 1 receptor antagonist"
"15542","23550","PSD4","pleckstrin and Sec7 domain containing 4"
"15543","7849","PAX8","paired box 8"
"15544","654433","PAX8-AS1","PAX8 antisense RNA 1"
"15545","100130100",NA,NA
"15546","150472","CBWD2","COBW domain containing 2"
"15547","200350","FOXD4L1","forkhead box D4 like 1"
"15548","103344932","PGM5P4-AS1","PGM5P4 antisense RNA 1"
"15549","729468","PGM5P4","phosphoglucomutase 5 pseudogene 4"
"15550","654412","FAM138B","family with sequence similarity 138 member B"
"15551","100302128","MIR1302-3","microRNA 1302-3"
"15552","375260","WASH2P","WASP family homolog 2, pseudogene"
"15553","84771","DDX11L2","DEAD/H-box helicase 11 like 2"
"15554","118433","RPL23AP7","ribosomal protein L23a pseudogene 7"
"15555","11159","RABL2A","RAB, member of RAS oncogene family like 2A"
"15556","80255","SLC35F5","solute carrier family 35 member F5"
"15557","100616208","MIR4782","microRNA 4782"
"15558","101060091","ACTR3-AS1","ACTR3 antisense RNA 1"
"15559","10096","ACTR3","actin related protein 3"
"15560","100499194","LOC100499194","uncharacterized LOC100499194"
"15561","440900","LINC01191","long intergenic non-protein coding RNA 1191"
"15562","57628","DPP10","dipeptidyl peptidase like 10"
"15563","101927591","DPP10-AS3","DPP10 antisense RNA 3"
"15564","389023","DPP10-AS1","DPP10 antisense RNA 1"
"15565","8886","DDX18","DEAD-box helicase 18"
"15566","54520","CCDC93","coiled-coil domain containing 93"
"15567","105373988",NA,NA
"15568","51141","INSIG2","insulin induced gene 2"
"15569","101927709","LOC101927709","uncharacterized LOC101927709"
"15570","2019","EN1","engrailed homeobox 1"
"15571","8685","MARCO","macrophage receptor with collagenous structure"
"15572","165257","C1QL2","complement C1q like 2"
"15573","55240","STEAP3","STEAP3 metalloreductase"
"15574","100874111","STEAP3-AS1","STEAP3 antisense RNA 1"
"15575","130355","C2orf76","chromosome 2 open reading frame 76"
"15576","1622","DBI","diazepam binding inhibitor, acyl-CoA binding protein"
"15577","140738","TMEM37","transmembrane protein 37"
"15578","6344","SCTR","secretin receptor"
"15579","200373","CFAP221","cilia and flagella associated protein 221"
"15580","80775","TMEM177","transmembrane protein 177"
"15581","101927764","LOC101927764","uncharacterized LOC101927764"
"15582","5775","PTPN4","protein tyrosine phosphatase non-receptor type 4"
"15583","57669","EPB41L5","erythrocyte membrane protein band 4.1 like 5"
"15584","79134","TMEM185B","transmembrane protein 185B"
"15585","5899","RALB","RAS like proto-oncogene B"
"15586","105373989","LOC105373989","putative cuticle collagen 91"
"15587","3625","INHBB","inhibin subunit beta B"
"15588","84931","LINC01101","long intergenic non-protein coding RNA 1101"
"15589","2736","GLI2","GLI family zinc finger 2"
"15590","29842","TFCP2L1","transcription factor CP2 like 1"
"15591","23332","CLASP1","cytoplasmic linker associated protein 1"
"15592","100151683","RNU4ATAC","RNA, U4atac small nuclear (U12-dependent splicing)"
"15593","105373990",NA,NA
"15594","254128","NIFK-AS1","NIFK antisense RNA 1"
"15595","84365","NIFK","nucleolar protein interacting with the FHA domain of MKI67"
"15596","7247","TSN","translin"
"15597","129684","CNTNAP5","contactin associated protein like 5"
"15598","105373602","LOC105373602","uncharacterized LOC105373602"
"15599","2995","GYPC","glycophorin C (Gerbich blood group)"
"15600","101929926","TEX51","testis expressed 51"
"15601","274","BIN1","bridging integrator 1"
"15602","339761","CYP27C1","cytochrome P450 family 27 subfamily C member 1"
"15603","2071","ERCC3","ERCC excision repair 3, TFIIH core complex helicase subunit"
"15604","10746","MAP3K2","mitogen-activated protein kinase kinase kinase 2"
"15605","105373606",NA,NA
